Participant ID,Duration_seconds,LowQualityTag_Perc,UniversalDisagreement_Perc,ASC_Score_Raw,Duration_Norm,LowQualityTag_Norm,UniversalDisagreement_Norm,ASC_Norm,PRI_Score_Heuristic,PRI_Score,PRI_Scale_1_5
8625c4e3-47a5-490a-85aa-d54398603abb,2100.0,0.11764705882352941,0.0,0.425,0.3888888888888889,0.875,1.0,0.575,0.6941666666666666,0.6941666666666666,3.7766666666666664
118e3499-da7e-40f3-a142-95d66ff4544d,1140.0,0.058823529411764705,0.0,0.30303030303030304,0.2111111111111111,0.9375,1.0,0.696969696969697,0.6839772727272728,0.6839772727272728,3.7359090909090913
5b3aff03-bca4-4489-9f63-d8fb47b68eb7,900.0,0.29411764705882354,0.0,0.2777777777777778,0.16666666666666666,0.6875,1.0,0.7222222222222222,0.6006944444444444,0.6006944444444444,3.4027777777777777
0fbf53e1-e062-4cf7-b77b-cd58a6b87e0f,2820.0,0.058823529411764705,0.0,0.3,0.5222222222222223,0.9375,1.0,0.7,0.7779166666666667,0.7779166666666667,4.111666666666666
72f0f018-5104-46d8-8ad3-1ce192e2c769,540.0,0.17647058823529413,0.06666666666666667,0.0,0.1,0.8125,0.6666666666666667,1.0,0.6070833333333334,0.6070833333333334,3.4283333333333337
cd012b0a-cb68-4f94-8994-080fe1ed9dca,1800.0,0.0,0.0,0.525,0.3333333333333333,1.0,1.0,0.475,0.695,0.695,3.78
f8599e1a-db82-4dc9-b6b6-eaf9be9b339f,1620.0,0.058823529411764705,0.0,0.55,0.3,0.9375,1.0,0.44999999999999996,0.66125,0.66125,3.645
e8256c24-7b34-4f1b-98bb-620fd870c2c3,1020.0,0.23529411764705882,0.0,0.5714285714285714,0.18888888888888888,0.75,1.0,0.4285714285714286,0.5673809523809523,0.5673809523809523,3.2695238095238093
80fc9b4f-d50c-4bc7-b60e-c861992ad743,2220.0,0.17647058823529413,0.0,0.45,0.4111111111111111,0.8125,1.0,0.55,0.6770833333333334,0.6770833333333334,3.7083333333333335
a6bc9f62-d8e3-46b9-b183-28cb628db383,2400.0,0.23529411764705882,0.0,0.3,0.4444444444444444,0.75,1.0,0.7,0.6983333333333334,0.6983333333333334,3.7933333333333334
0fb5df6d-77ae-4eae-9586-62b674149977,2220.0,0.058823529411764705,0.0,0.4,0.4111111111111111,0.9375,1.0,0.6,0.7245833333333332,0.7245833333333332,3.898333333333333
17d979c0-e07d-43e8-845a-541eb8f23502,2580.0,0.0,0.0,0.375,0.4777777777777778,1.0,1.0,0.625,0.7683333333333333,0.7683333333333333,4.073333333333333
26d6d157-a431-47f2-bd5f-48467c796257,1680.0,0.7058823529411765,0.0,0.3,0.3111111111111111,0.2499999999999999,1.0,0.7,0.5083333333333333,0.5083333333333333,3.033333333333333
56657497-e6e4-4b1a-8b8b-98a30661ba18,1860.0,0.11764705882352941,0.0,0.125,0.34444444444444444,0.875,1.0,0.875,0.7408333333333335,0.7408333333333335,3.963333333333334
845e766f-fb2b-4597-a7c4-7b12caab560d,1380.0,0.23529411764705882,0.0,0.425,0.25555555555555554,0.75,1.0,0.575,0.6166666666666667,0.6166666666666667,3.466666666666667
fce0af51-9cf7-4c53-bfa0-f04aeb271ac2,2460.0,0.4117647058823529,0.06666666666666667,0.225,0.45555555555555555,0.5625,0.6666666666666667,0.775,0.59375,0.59375,3.375
8690385f-1871-49c6-baee-39bc4fe63168,2280.0,0.058823529411764705,0.0,0.225,0.4222222222222222,0.9375,1.0,0.775,0.7629166666666667,0.7629166666666667,4.051666666666667
f2bf4387-629d-4ac2-a8c4-28be4ee5a398,2820.0,0.11764705882352941,0.0,0.325,0.5222222222222223,0.875,1.0,0.675,0.7541666666666667,0.7541666666666667,4.016666666666667
6ef4d8c9-4e0e-430b-b106-f2ce1f9141c4,2040.0,0.11764705882352941,0.0,0.325,0.37777777777777777,0.875,1.0,0.675,0.7108333333333334,0.7108333333333334,3.8433333333333337
8dd16239-5185-406f-8e97-2ad52100e1e1,2340.0,0.11764705882352941,0.0,0.2,0.43333333333333335,0.875,1.0,0.8,0.7525000000000001,0.7525000000000001,4.01
d5d243e4-6fcb-419f-b0c8-51cb52a177d5,1740.0,0.11764705882352941,0.06666666666666667,0.375,0.32222222222222224,0.875,0.6666666666666667,0.625,0.6175,0.6175,3.47
c86f4a3f-afb1-4111-a51d-fc9640ae24b4,1260.0,0.4117647058823529,0.06666666666666667,0.425,0.23333333333333334,0.5625,0.6666666666666667,0.575,0.4870833333333333,0.4870833333333333,2.9483333333333333
68b7e23e-e689-41b5-adef-ecdb9f4e60a0,2400.0,0.0,0.0,0.35,0.4444444444444444,1.0,1.0,0.65,0.7633333333333333,0.7633333333333333,4.053333333333333
d837bc56-59f0-4670-b3a1-c58f82e729d7,2400.0,0.23529411764705882,0.0,0.25,0.4444444444444444,0.75,1.0,0.75,0.7083333333333334,0.7083333333333334,3.8333333333333335
fe9887fe-0e9e-45d8-a809-8c98db3395df,2820.0,0.058823529411764705,0.0,0.3,0.5222222222222223,0.9375,1.0,0.7,0.7779166666666667,0.7779166666666667,4.111666666666666
8887c51d-3910-42c8-b28a-58e79230f399,2640.0,0.058823529411764705,0.0,0.35,0.4888888888888889,0.9375,1.0,0.65,0.7579166666666667,0.7579166666666667,4.031666666666666
4621168f-da83-477b-b65f-f8a9aecee8e1,2400.0,0.0,0.0,0.25,0.4444444444444444,1.0,1.0,0.75,0.7833333333333333,0.7833333333333333,4.133333333333333
4a2f0a1b-3f7a-4fd0-bad7-6e2a970ddd25,1080.0,0.35294117647058826,0.0,0.525,0.2,0.625,1.0,0.475,0.5425,0.5425,3.17
2a9458bd-0e94-4f50-b0a1-d1636c747083,2100.0,0.058823529411764705,0.0,0.225,0.3888888888888889,0.9375,1.0,0.775,0.7529166666666667,0.7529166666666667,4.011666666666667
47415c25-c6f0-45ab-858c-edd5a75bdd35,3060.0,0.23529411764705882,0.0,0.2,0.5666666666666667,0.75,1.0,0.8,0.755,0.755,4.02
84ce9e8e-1e80-429b-8c1f-b42a3e62111c,1620.0,0.11764705882352941,0.0,0.325,0.3,0.875,1.0,0.675,0.6875,0.6875,3.75
320ab629-e6d6-451b-b41a-218b9be1d5b2,1320.0,0.35294117647058826,0.0,0.425,0.24444444444444444,0.625,1.0,0.575,0.5758333333333334,0.5758333333333334,3.3033333333333337
a958dc36-9425-4e88-af18-37e4ceebe35d,2940.0,0.17647058823529413,0.0,0.225,0.5444444444444444,0.8125,1.0,0.775,0.7620833333333333,0.7620833333333333,4.048333333333334
ba768354-17b1-484a-8fdd-71531960c3f4,1680.0,0.058823529411764705,0.0,0.5,0.3111111111111111,0.9375,1.0,0.5,0.6745833333333333,0.6745833333333333,3.6983333333333333
eaffc3e9-065d-4fd2-b370-6278744bf38b,1740.0,0.23529411764705882,0.0,0.325,0.32222222222222224,0.75,1.0,0.675,0.6566666666666667,0.6566666666666667,3.626666666666667
808b6841-aaf5-4365-951c-9c64acb9ef74,3120.0,0.17647058823529413,0.0,0.325,0.5777777777777777,0.8125,1.0,0.675,0.7520833333333333,0.7520833333333333,4.008333333333333
e4c6a03f-c4d5-42b4-98d6-8eff46e01d37,1500.0,0.058823529411764705,0.0,0.125,0.2777777777777778,0.9375,1.0,0.875,0.7395833333333334,0.7395833333333334,3.9583333333333335
e53eb124-ebae-492a-8018-b19f4716ae25,2580.0,0.35294117647058826,0.0,0.275,0.4777777777777778,0.625,1.0,0.725,0.6758333333333333,0.6758333333333333,3.703333333333333
502cae50-9fed-42cd-aa49-3650b4596795,1860.0,0.23529411764705882,0.0,0.275,0.34444444444444444,0.75,1.0,0.725,0.6733333333333333,0.6733333333333333,3.6933333333333334
