Participant ID,Duration_seconds,LowQualityTag_Perc,UniversalDisagreement_Perc,ASC_Score_Raw,Duration_Norm,LowQualityTag_Norm,UniversalDisagreement_Norm,ASC_Norm,PRI_Score,PRI_Scale_1_5
45cf1082-2cc4-46bd-aa9b-400ed2e7a2cf,0.0,0.18181818181818182,0.09523809523809523,,0.0,0.8181818181818181,0.8181818181818182,,,
8f4e0e4c-fefa-4000-93c9-f2affaac405c,1500.0,0.09090909090909091,0.0,0.17647058823529413,0.2777777777777778,0.9090909090909091,1.0,0.7794117647058824,0.7119429590017825,3.84777183600713
6175a2e5-cbcf-4b49-8906-c45e1d15fcac,180.0,0.0,0.0,,0.03333333333333333,1.0,1.0,,,
3648e42a-d41d-48a6-9137-fa5c0d3b0dd6,840.0,0.22727272727272727,0.0,0.0967741935483871,0.15555555555555556,0.7727272727272727,1.0,0.8790322580645161,0.6542913000977517,3.617165200391007
b59ab6db-3e29-4089-8f12-a10e363fb050,2640.0,0.045454545454545456,0.047619047619047616,0.296875,0.4888888888888889,0.9545454545454546,0.9090909090909091,0.62890625,0.7406297348484849,3.9625189393939397
b9a3319f-2c79-469f-af75-f061bd29b32e,900.0,0.22727272727272727,0.0,0.09302325581395349,0.16666666666666666,0.7727272727272727,1.0,0.8837209302325582,0.6585623678646935,3.634249471458774
4b449fab-51ef-45fc-a3c2-400db8fb03aa,3000.0,0.4090909090909091,0.047619047619047616,0.5230769230769231,0.5555555555555556,0.5909090909090908,0.9090909090909091,0.34615384615384615,0.5949883449883449,3.3799533799533794
d0fd5f06-321f-42b5-84ed-be84655bd251,5580.0,0.0,0.0625,0.17777777777777778,1.0,1.0,0.8806818181818182,0.7777777777777778,0.9316919191919192,4.726767676767677
bdc84f3a-4519-4594-96c8-52de1436fcb6,2340.0,0.18181818181818182,0.047619047619047616,0.16923076923076924,0.43333333333333335,0.8181818181818181,0.9090909090909091,0.7884615384615384,0.7149650349650349,3.8598601398601398
ec017bcb-ff30-4107-a96a-5bbc9f0ad2ef,3900.0,0.045454545454545456,0.0,0.23076923076923078,0.7222222222222222,0.9545454545454546,1.0,0.7115384615384616,0.8453379953379955,4.3813519813519815
3022868c-0d74-4db9-a34d-04aec263f33a,1920.0,0.045454545454545456,0.0,0.3076923076923077,0.35555555555555557,0.9545454545454546,1.0,0.6153846153846154,0.7161072261072261,3.8644289044289044
e8ceed69-4247-4f44-b67d-c8fd18f00c75,900.0,0.3181818181818182,0.047619047619047616,0.16666666666666666,0.16666666666666666,0.6818181818181819,0.9090909090909091,0.7916666666666667,0.5946969696969697,3.378787878787879
b7f89664-2f7f-4bfd-af40-d250f06a328e,2280.0,0.18181818181818182,0.0,0.3230769230769231,0.4222222222222222,0.8181818181818181,1.0,0.5961538461538461,0.6913519813519813,3.765407925407925
167bd59e-1863-4c3f-a40b-46abff3088e2,1920.0,0.18181818181818182,0.09523809523809523,0.4,0.35555555555555557,0.8181818181818181,0.8181818181818182,0.5,0.6157575757575757,3.463030303030303
09d60849-6b0e-411d-b4fe-cd05261e288f,2820.0,0.09090909090909091,0.0,0.26153846153846155,0.5222222222222223,0.9090909090909091,1.0,0.6730769230769231,0.764009324009324,4.056037296037296
6bba7f18-cc06-4787-bed0-8ad54c0cb5ac,4560.0,0.045454545454545456,0.09523809523809523,0.4461538461538462,0.8444444444444444,0.9545454545454546,0.8181818181818182,0.4423076923076923,0.7917948717948718,4.167179487179487
722ffc3d-74f1-40eb-9294-576650bbc431,3300.0,0.13636363636363635,0.0,0.4461538461538462,0.6111111111111112,0.8636363636363636,1.0,0.4423076923076923,0.7308857808857809,3.9235431235431237
d4b106ea-e520-4b29-9cda-6afe0590a417,2220.0,0.13636363636363635,0.09523809523809523,0.03076923076923077,0.4111111111111111,0.8636363636363636,0.8181818181818182,0.9615384615384616,0.7383682983682984,3.9534731934731937
92f0f15d-6aca-4c97-86b3-904cca3ab49f,1380.0,0.7272727272727273,0.38095238095238093,0.125,0.25555555555555554,0.2727272727272727,0.2727272727272728,0.84375,0.381780303030303,2.5271212121212123
6a951875-a4a1-4ef1-9ae7-2616f827eb87,1620.0,0.09090909090909091,0.0,0.3076923076923077,0.3,0.9090909090909091,1.0,0.6153846153846154,0.6858041958041958,3.7432167832167833
6a8ba57d-a791-4871-9d6a-c90b704c9a75,3000.0,0.09090909090909091,0.0,0.36923076923076925,0.5555555555555556,0.9090909090909091,1.0,0.5384615384615384,0.7470862470862472,3.9883449883449886
a703ba44-7245-4da5-92c3-85a00d7b94d1,1800.0,0.2727272727272727,0.047619047619047616,0.4307692307692308,0.3333333333333333,0.7272727272727273,0.9090909090909091,0.46153846153846156,0.5923076923076923,3.3692307692307693
40e6f66b-c4d2-4375-93f1-e205a4223d38,1860.0,0.2222222222222222,0.0,0.5,0.34444444444444444,0.7777777777777778,1.0,0.375,0.6116666666666666,3.4466666666666663
20df6fe5-9d77-47e9-bc3c-7447c1fa120b,960.0,0.4090909090909091,0.19047619047619047,0.24615384615384617,0.17777777777777778,0.5909090909090908,0.6363636363636365,0.6923076923076923,0.4963403263403264,2.9853613053613053
5f7f5857-dde9-44c6-91fb-c41f434d0f77,3420.0,0.09090909090909091,0.0,0.203125,0.6333333333333333,0.9090909090909091,1.0,0.74609375,0.8119460227272726,4.24778409090909
dd78f3c4-ed6c-40e0-a809-0ba6e22e2fae,4680.0,0.22727272727272727,0.09523809523809523,0.2153846153846154,0.8666666666666667,0.7727272727272727,0.8181818181818182,0.7307692307692308,0.8016083916083917,4.206433566433567
e392d006-cb40-4ffc-9ba2-2015385aecbd,1500.0,0.045454545454545456,0.0,0.35384615384615387,0.2777777777777778,0.9545454545454546,1.0,0.5576923076923077,0.6812354312354313,3.724941724941725
523726d1-1ed7-4eb8-97aa-c03b96674a58,1320.0,0.13636363636363635,0.047619047619047616,0.4153846153846154,0.24444444444444444,0.8636363636363636,0.9090909090909091,0.4807692307692307,0.6103962703962703,3.4415850815850813
b5a4ea3f-d00e-469d-977b-3619dce33441,2820.0,0.09090909090909091,0.0,0.35384615384615387,0.5222222222222223,0.9090909090909091,1.0,0.5576923076923077,0.740932400932401,3.963729603729604
69840afc-b38f-4165-9415-87ccf0f9d499,1620.0,0.09090909090909091,0.047619047619047616,0.4461538461538462,0.3,0.9090909090909091,0.9090909090909091,0.4423076923076923,0.6330069930069929,3.5320279720279717
a246418a-9bb9-420a-be47-6e2ff6a512af,3240.0,0.22727272727272727,0.14285714285714285,0.5692307692307692,0.6,0.7727272727272727,0.7272727272727273,0.28846153846153855,0.614965034965035,3.45986013986014
0301aa10-88b7-41e2-b383-a89e6783e2fc,2280.0,0.09090909090909091,0.047619047619047616,0.35384615384615387,0.4222222222222222,0.9090909090909091,0.9090909090909091,0.5576923076923077,0.6927505827505828,3.771002331002331
a7979952-31c7-47f1-98cf-a0e31ff1017d,1020.0,0.1111111111111111,0.0,0.26666666666666666,0.18888888888888888,0.8888888888888888,1.0,0.6666666666666667,0.6566666666666667,3.626666666666667
c3ee4a53-e722-40d0-bdda-f47b283a1f52,2040.0,0.13636363636363635,0.047619047619047616,0.3230769230769231,0.37777777777777777,0.8636363636363636,0.9090909090909091,0.5961538461538461,0.6734731934731935,3.693892773892774
4f804dde-1354-4a87-829d-481ce45fa07d,2220.0,0.13636363636363635,0.09523809523809523,0.5538461538461539,0.4111111111111111,0.8636363636363636,0.8181818181818182,0.3076923076923077,0.6075990675990677,3.4303962703962707
bccb3730-a606-40e5-8e6e-aeecd00b7ee2,3660.0,0.18181818181818182,0.047619047619047616,0.47692307692307695,0.6777777777777778,0.8181818181818181,0.9090909090909091,0.40384615384615385,0.7113752913752914,3.8455011655011657
0e2be727-f313-4ae1-8aa6-78df2af76207,2460.0,0.2727272727272727,0.14285714285714285,0.4375,0.45555555555555555,0.7272727272727273,0.7272727272727273,0.453125,0.5909280303030304,3.3637121212121217
c423b992-a2a2-4166-8e52-49408ae9c45c,2760.0,0.2727272727272727,0.0,0.27692307692307694,0.5111111111111111,0.7272727272727273,1.0,0.6538461538461539,0.7022843822843823,3.809137529137529
197eafb3-2a90-4952-87ad-b43751f4354d,2220.0,0.13636363636363635,0.09523809523809523,0.35384615384615387,0.4111111111111111,0.8636363636363636,0.8181818181818182,0.5576923076923077,0.6575990675990677,3.630396270396271
a46c16de-86d1-45a4-bdb2-540b9d6d8b12,1860.0,0.36363636363636365,0.14285714285714285,0.46774193548387094,0.34444444444444444,0.6363636363636364,0.7272727272727273,0.41532258064516137,0.522761485826002,3.091045943304008
231f8b35-ef3b-4c3b-b623-bc669654cea3,3900.0,0.13636363636363635,0.047619047619047616,0.12307692307692308,0.7222222222222222,0.8636363636363636,0.9090909090909091,0.8461538461538461,0.8268065268065268,4.307226107226107
cd64b718-02cf-40fe-87a6-ab90a5a51bce,1560.0,0.2727272727272727,0.19047619047619047,0.3384615384615385,0.28888888888888886,0.7272727272727273,0.6363636363636365,0.5769230769230769,0.5475058275058275,3.19002331002331
5e0a3fbe-43f9-4d71-920f-b5fad35103da,1680.0,0.2727272727272727,0.09523809523809523,0.18461538461538463,0.3111111111111111,0.7272727272727273,0.8181818181818182,0.7692307692307692,0.6289976689976691,3.5159906759906763
12ce0025-556c-4134-817d-1f0e59c8e981,2040.0,0.125,0.0,0.0,0.37777777777777777,0.875,1.0,1.0,0.7758333333333334,4.1033333333333335
7d377387-6510-4299-8315-85c69017dd80,2220.0,0.045454545454545456,0.0,0.16666666666666666,0.4111111111111111,0.9545454545454546,1.0,0.7916666666666667,0.768030303030303,4.072121212121212
48846b3a-555f-458a-997e-4b7d3788ffd1,2460.0,0.2727272727272727,0.09523809523809523,0.2,0.45555555555555555,0.7272727272727273,0.8181818181818182,0.75,0.6684848484848486,3.6739393939393943
552b9831-1699-46f9-9950-d6ea7e3d2ae2,3420.0,0.045454545454545456,0.047619047619047616,0.26153846153846155,0.6333333333333333,0.9545454545454546,0.9090909090909091,0.6730769230769231,0.7927972027972028,4.171188811188811
c8014919-91ac-4800-8cef-33aad7a83180,3960.0,0.13636363636363635,0.0,0.27692307692307694,0.7333333333333333,0.8636363636363636,1.0,0.6538461538461539,0.8098601398601398,4.23944055944056
e0a5118b-d8a2-4e99-aee5-876d9ec8814d,2040.0,0.3181818181818182,0.0,0.2923076923076923,0.37777777777777777,0.6818181818181819,1.0,0.6346153846153846,0.6448018648018647,3.579207459207459
8900e3e3-4c28-4635-8247-c13057e666be,2460.0,0.22727272727272727,0.09523809523809523,0.359375,0.45555555555555555,0.7727272727272727,0.8181818181818182,0.55078125,0.6422774621212122,3.5691098484848487
10f63a47-3510-47a5-9594-2eeed8af8d59,1500.0,0.045454545454545456,0.047619047619047616,0.5538461538461539,0.2777777777777778,0.9545454545454546,0.9090909090909091,0.3076923076923077,0.6130536130536131,3.4522144522144522
d8561cc7-e53f-4c4d-bb98-cb4fa1e65149,2040.0,0.2727272727272727,0.047619047619047616,0.2923076923076923,0.37777777777777777,0.7272727272727273,0.9090909090909091,0.6346153846153846,0.6402564102564102,3.561025641025641
a6af4c95-0561-4672-a2cb-aceddad74022,3120.0,0.09090909090909091,0.0,0.35384615384615387,0.5777777777777777,0.9090909090909091,1.0,0.5576923076923077,0.7575990675990676,4.03039627039627
e05bf71c-3d8c-4bdd-ac09-12fe0261e83e,4800.0,0.045454545454545456,0.0,0.2,0.8888888888888888,0.9545454545454546,1.0,0.75,0.903030303030303,4.612121212121211
7a641c14-ea6a-4d6e-ab4a-e11664b5a3a5,3420.0,0.2727272727272727,0.0,0.4,0.6333333333333333,0.7272727272727273,1.0,0.5,0.7081818181818181,3.8327272727272725
6341432f-e6e0-447b-8654-6d5745ad518f,2040.0,0.09090909090909091,0.0,0.26153846153846155,0.37777777777777777,0.9090909090909091,1.0,0.6730769230769231,0.7206759906759908,3.882703962703963
05931df5-fe9a-4620-aae6-8f20dffae2e4,3180.0,0.045454545454545456,0.047619047619047616,0.5076923076923077,0.5888888888888889,0.9545454545454546,0.9090909090909091,0.3653846153846154,0.7179254079254078,3.8717016317016313
5e3c2c86-66cc-4517-90ae-5502ab7228e4,1920.0,0.18181818181818182,0.09523809523809523,0.26153846153846155,0.35555555555555557,0.8181818181818181,0.8181818181818182,0.6730769230769231,0.6503729603729604,3.6014918414918418
7255221b-90f8-42b7-b6af-10b37b6582da,840.0,0.0,0.0,0.0,0.15555555555555556,1.0,1.0,1.0,0.7466666666666666,3.9866666666666664
0eb4888f-5520-4aae-b6e4-30ed04931540,2100.0,0.13636363636363635,0.09523809523809523,0.2,0.3888888888888889,0.8636363636363636,0.8181818181818182,0.75,0.6893939393939394,3.757575757575758
ad7e1a08-d003-4a41-8058-bcb08f23db73,2160.0,0.18181818181818182,0.0,0.453125,0.4,0.8181818181818181,1.0,0.43359375,0.6521732954545454,3.6086931818181816
200f732b-cc1c-4f26-85ef-7e5207b74917,1380.0,0.0,0.047619047619047616,0.24615384615384617,0.25555555555555554,1.0,0.9090909090909091,0.6923076923076923,0.696946386946387,3.787785547785548
590fd9c3-16c2-4312-9f22-bbc96e593d88,3240.0,0.13636363636363635,0.047619047619047616,0.2923076923076923,0.6,0.8636363636363636,0.9090909090909091,0.6346153846153846,0.7478321678321678,3.991328671328671
