Participant ID,Duration_seconds,LowQualityTag_Perc,UniversalDisagreement_Perc,ASC_Score_Raw,LLM_Judge_Score,LLM_anthropic_claude_sonnet_4,LLM_openai_gpt_4o_mini,LLM_google_gemini_2.5_flash_preview,Duration_Norm,LowQualityTag_Norm,UniversalDisagreement_Norm,ASC_Norm,LLM_Judge_Norm,PRI_Score_Heuristic,PRI_Score_Enhanced,PRI_Score,PRI_Scale_1_5
45cf1082-2cc4-46bd-aa9b-400ed2e7a2cf,0.0,0.18181818181818182,0.09523809523809523,,0.6999999999999998,0.7,0.7,0.7,0.0,0.8181818181818181,0.8181818181818182,,0.764705882352941,,,,
8f4e0e4c-fefa-4000-93c9-f2affaac405c,1500.0,0.09090909090909091,0.0,0.17647058823529413,0.7999999999999999,0.75,0.8,0.85,0.2777777777777778,0.9090909090909091,1.0,0.7794117647058824,0.8823529411764705,0.7119429590017825,0.7689913844325609,0.7689913844325609,4.0759655377302435
6175a2e5-cbcf-4b49-8906-c45e1d15fcac,180.0,0.0,0.0,,0.5833333333333334,0.5,0.6,0.65,0.03333333333333333,1.0,1.0,,0.6274509803921569,,,,
3648e42a-d41d-48a6-9137-fa5c0d3b0dd6,840.0,0.22727272727272727,0.0,0.0967741935483871,0.4666666666666666,0.4,0.6,0.4,0.15555555555555556,0.7727272727272727,1.0,0.8790322580645161,0.49019607843137253,0.6542913000977517,0.6145702278956549,0.6145702278956549,3.4582809115826194
b59ab6db-3e29-4089-8f12-a10e363fb050,2640.0,0.045454545454545456,0.047619047619047616,0.296875,0.7333333333333334,0.7,0.8,0.7,0.4888888888888889,0.9545454545454546,0.9090909090909091,0.62890625,0.803921568627451,0.7406297348484849,0.7605629131387404,0.7605629131387404,4.042251652554961
b9a3319f-2c79-469f-af75-f061bd29b32e,900.0,0.22727272727272727,0.0,0.09302325581395349,0.4666666666666666,0.3,0.6,0.5,0.16666666666666666,0.7727272727272727,1.0,0.8837209302325582,0.49019607843137253,0.6585623678646935,0.6174957509430834,0.6174957509430834,3.4699830037723336
4b449fab-51ef-45fc-a3c2-400db8fb03aa,3000.0,0.4090909090909091,0.047619047619047616,0.5230769230769231,0.6666666666666666,0.7,0.6,0.7,0.5555555555555556,0.5909090909090908,0.9090909090909091,0.34615384615384615,0.7254901960784313,0.5949883449883449,0.635226701403172,0.635226701403172,3.540906805612688
d0fd5f06-321f-42b5-84ed-be84655bd251,5580.0,0.0,0.0625,0.17777777777777778,0.7999999999999999,0.75,0.8,0.85,1.0,1.0,0.8806818181818182,0.7777777777777778,0.8823529411764705,0.9316919191919192,0.9134748217468805,0.9134748217468805,4.653899286987523
bdc84f3a-4519-4594-96c8-52de1436fcb6,2340.0,0.18181818181818182,0.047619047619047616,0.16923076923076924,0.6999999999999998,0.7,0.7,0.7,0.43333333333333335,0.8181818181818181,0.9090909090909091,0.7884615384615384,0.764705882352941,0.7149650349650349,0.7343476621417797,0.7343476621417797,3.937390648567119
ec017bcb-ff30-4107-a96a-5bbc9f0ad2ef,3900.0,0.045454545454545456,0.0,0.23076923076923078,0.8666666666666667,0.85,0.9,0.85,0.7222222222222222,0.9545454545454546,1.0,0.7115384615384616,0.9607843137254902,0.8453379953379955,0.8803195987019516,0.8803195987019516,4.521278394807807
