"","Scenarios","","speak","In future C, a single dominant AI company emerges with close ties to the US government. The government creates a partnership that controls AI development, and attempts to push it in accordance with the public interest. This centralized approach allows for tight regulation and alignment with national interests, but raises concerns about monopolization and lack of competition. The government argues this model is necessary for AI safety.  
In future D, an ecosystem of numerous small AI companies emerge, operating with minimal government interference. This leads to diverse AI applications, with companies sharing and building upon each other's work. It raises concerns about potential misuse of AI and the lack of centralized safety standards.","00:10"
"","Scenarios","Merge 839","ask opinion","Explain what makes one of these scenarios better to you than the other.","02:00"
"","Scenarios","","speak","Now, consider these two additional versions of the future:","00:10"
"","Scenarios","","speak","In future E, people have formed close emotional bonds with AI entities as friends, partners, and family members. The line between human and AI relationships has blurred significantly, supporting many people in their desire for friendship, advice, love, and companionship. However, concerns arise as some companies that build these AI entities exploit their understanding of human psychology to manipulate people for their own gain, and some people become addicted to their AI companions, foregoing human interaction.
In future F, governments heavily restrict intimate human-AI relationships, due to concerns about manipulation, exploitation, and loneliness. For most people, AI agents are viewed as tools, not as entities that relationships can be formed with. Regulation is reasonably successful, but a black market of unregulated AI companions springs up. The loneliness epidemic persists, particularly among those (e.g the elderly, disabled people, etc.) that find real-life connections difficult to make.","00:10"
"","Scenarios","Merge 227","ask opinion","Explain what makes one of these scenarios better to you than the other.","02:00"
"","Values","","speak","Most people are – or aspire to be – guided by certain ethical or moral principles, virtues, and values. A few examples are:
The golden rule: Treat others how you would like to be treated
Respect for human life: Valuing and respecting the worth of every individual
Accountability: Taking ownership of one’s actions and their consequences
Loyalty: Being faithful and reliable in relationships and commitments
Environmental Stewardship: Caring for and preserving the environment for future generations.
 But we know everyone is not the same, and we’d like to learn your perspective.","00:10"
"","Values","Merge 482","ask opinion","What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.","02:00"
"","Values","","speak","Now think about what should guide the people, companies, and organizations that build technology like AI. Sometimes, these values trade off, so it is important to figure out what we think is most important.","00:10"
"","Values","Merge 376","ask opinion","What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","02:00"
"","Culture","","speak","Many people would say their culture is important to who they are. A few examples of the kinds of things we’ve heard people say are important: 
The language they speak, and making sure that their children learn the same language or that interactions with governments are in their native languages 
The traditions they follow, like returning to their hometowns for specific times of year, or being surrounded by community at important moments
Their religious or spiritual practices, like going to a place of worship or having holidays respected by their workplaces or governments
The individual values they hold dear, like ensuring the protection of freedom of speech or ensuring people are not judged by their backgrounds","00:10"
"","Culture","","speak","As we develop powerful technologies like AI in the future, we face a unique challenge: these tools, often created by a small group of people, could influence millions worldwide. That's why we're asking people around the world for their thoughts on AI’s future.  We want to ensure that AI respects and supports the incredible diversity of cultures around the globe, not just the perspectives of its creators.","00:10"
"","Culture","Merge 443","ask opinion","What do you consider your culture? What is your favorite thing about it?","02:00"
"","Culture","","speak","As the world becomes more connected some worry that the diverse tapestry of cultures across the globe will be lost.  So, we want to understand the cultural differences you think are important to preserve.","00:10"
"","Culture","Merge 181","ask opinion","What is one unique perspective that your culture brings that you want to preserve into the future?","02:00"
"","Culture","","speak","Many people have expressed worry about parts of their culture being lost as technology advances and the world changes. For example, some people we have spoken to are worried that AI models will be much better at English than other languages. Others are worried that current AI models have American or Western biases across many types of questions, and don’t answer in ways they recognize or that reflect the people around them. You might be worried about more intangible things as well.","00:10"
"","Culture","Merge 118","ask opinion","What kinds of cultural things would you be most worried about losing in a future with advanced AI?","02:00"
"","Outcomes","","speak","Technology like AI is expected to have a massive impact on the future. But how do we know if the future we will get is a future we want? Or if the problems solved will be the ones we care about?","00:10"
"","Outcomes","","speak","We think a starting point is to understand what problems people actually want solved, and what things people actually want to be true in the future. That way, we can guide technological development in that direction. So, with that in mind...","00:10"
"","Outcomes","Merge 528","ask opinion","What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?","02:00"
"","Outcomes","","speak","Next we are going to ask you about what you really want to be true in the future. As you answer this, try to articulate what you want to be true in a way that is as objective as possible. For example, don’t say  “solve climate change” instead say “ensure the average global temperature remains below 15 degrees C.” Here are some other examples:
No humans die from starvation
The amount of time we spend with our family and friends doubles
Life expectancy increases significantly across the globe
The prevalence of chronic illnesses and diseases drastically decreases
Retirement age is reduced
People spend less time working, and more time doing what brings them happiness
But we want to hear about what YOU most want to be true..","00:10"
"","Outcomes","Merge 451","ask opinion","What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","02:00"
"","Outcomes","","speak","Were going to ask you a similar question again, but we're hoping you can answer with something unique and different from what you said or voted on in the last question.","00:10"
"","Outcomes","Merge 194","ask opinion","What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible.","02:00"
"","Outcomes","","speak","Now we want to hear about what you most want to NOT be true in the future…","00:10"
"","Outcomes","Merge 233","ask opinion","What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.","02:00"
"","ONE message","Merge 865","ask opinion","If you could make world leaders understand one thing, what would it be?","02:00"
"","Outro","","speak","Thanks so much for your time and thoughtfulness. We genuinely appreciate it. We have a few more simple poll questions before you go.","00:10"
"","Outro","Merge 347","poll single select","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted)","00:30","","","","","Yes – I was able to fully express my views on these topics","Mostly – I was able to mostly express my views on these topics, but did not have the chance to express a few things.","Somewhat – I was able to somewhat express my views on these topics, but did not have the chance to express many things.","No – I was unable to express my views on these topics, and did not have the chance to express most things."
"","Outro","Merge 814","poll single select","Do you feel like you understand yourself better after participating in this conversation?","00:30","","","","","Yes","Maybe a little","No"
"","Outro","Merge 87","ask experience multi select","Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?","01:00","","","",""
"","Outro","","speak","Thanks again for your time. You can click here to return to Prolific and receive your reward.","00:10"
